chromo,x,y
1,	936897	,-0.0183014031029014
1,	939471	,-0.216644959228201
1,	952534	,0.154207220159901
1,	952549	,0.3711630057017
1,	952829	,0.347926267386601
1,	978236	,0.342665777792901
1,	980280	,-0.4544451893169
1,	980380	,-0.0230011510414005
1,	980702	,0.0869151641664985
1,	993492	,0.366179969563619
1,	1007079,	-0.0301807706712989
1,	1008567,	0.288624070080719
1,	1018919,	-0.54471398116031
1,	1020183,	-0.0840123106725006
1,	1025843,	0.132418016856899
1,	1028961,	-0.141954867592901
1,	1029222,	-0.121587796758099
1,	1030321,	0.190228813426401
1,	1031563,	-0.0198830114548993
1,	1034521,	-0.248737392346198
1,	1037162,	-0.589911698119799
1,	1038818,	-0.1686887234175
1,	1039680,	0.29093179533935
1,	1049345,	-0.686071544899399
1,	1079453,	-0.5267262589163
1,	1079473,	-0.4248007076124
1,	1079493,	-0.563210205587499
1,	1079513,	-0.278236812669901
1,	1079562,	-0.295363894348899
1,	1079752,	-0.212298872013701
1,	1087198,	0.47924917271072
1,	1119009,	0.31845352916112
1,	1119196,	-0.1114693346631
1,	1119277,	0.203399213195521
1,	1119535,	0.0813607570488006
1,	1119877,	0.191097611616
1,	1119945,	0.0581232106938003
1,	1119968,	0.0918086847815012
1,	1120198,	-0.0660694930599508
1,	1120590,	-0.261021736588601
1,	1145907,	0.340954938991461
1,	1145922,	0.44515021032305
1,	1145937,	-0.0897830594757014
1,	1145994,	-0.172923154459101
1,	1148140,	0.3883702559763
1,	1148494,	-0.247000727647301
1,	1151107,	0.107327571080599
1,	1151122,	0.1449429101633
1,	1151188,	-0.412855444672399
1,	1155057,	0.0626604629847005
1,	1155074,	0.1559721669397
1,	1155173,	-0.376252074778801
1,	1176319,	0.218574528967599
1,	1176341,	0.319018749117701
1,	1176365,	-0.38636837576643
1,	1176388,	-0.607541948328201
1,	1176450,	-0.128954719850601
1,	1176511,	-0.448072763753901
1,	1177451,	-0.327836784946999
1,	1185205,	-0.352586567999101
1,	1185553,	0.0444883000673002
1,	1186334,	0.156814667564101
1,	1188481,	0.1225083850536
1,	1188969,	0.784456790386699
1,	1189238,	0.3983759030179
1,	1189384,	-0.220954413467199
1,	1189400,	-0.5213129808664
1,	1189416,	-0.239141201911
1,	1189443,	0.0403827075671011
1,	1190794,	0.0456527126764001
1,	1191181,	0.0603429855403999
1,	1191295,	-0.158832715443099
1,	1197772,	0.3032518978608
1,	1201054,	0.475506897926849
1,	1201155,	-0.182421738030801
1,	1201621,	-0.0826526552312004
1,	1202021,	-0.0797760017783009
1,	1202102,	-0.2051990696174
1,	1202110,	-0.192657770466299
1,	1203144,	-0.7595923015243
1,	1203161,	-0.3760812516503
1,	1203773,	0.326847647498699
1,	1204036,	1.00550963579485
1,	1204053,	0.202179549084901
1,	1206921,	-0.2911069649246
1,	1207949,	-0.1417421297283
1,	1225514,	0.48639749783255
1,	1225533,	0.277995966165699
1,	1225686,	-0.321415039440531
1,	1225708,	0.156938741353661
1,	1225931,	-0.0222508917997999
1,	1226003,	-0.120312057639
1,	1226315,	0.2346429833266
1,	1227006,	0.432960262817419
1,	1232078,	-0.0271786849289004
1,	1232206,	-0.123212329505201
1,	1232331,	-0.1168742029482
1,	1232351,	-0.318288274685701
1,	1232361,	0.2278915136979
1,	1232371,	-0.343642187347001
1,	1232382,	-0.287859109088499
1,	1232397,	-0.2118993264599
1,	1242986,	0.4212919742348
1,	1243414,	0.193775990857469
1,	1243441,	0.375909910845101
1,	1243464,	0.114399883774999
1,	1243706,	-0.226000345655569
1,	1258710,	-0.248788432394999
1,	1286368,	0.0957357444963503
1,	1286384,	0.00767806804960003
1,	1286516,	0.43861636331253
1,	1286928,	-0.155340662667301
1,	1287285,	-0.00538096529220056
1,	1287319,	0.00179955207680038
1,	1287610,	-1.28436042496554
1,	1301579,	0.1990026560175
1,	1304313,	0.365599838560799
1,	1319588,	-0.5803378194214
1,	1323299,	-0.1122269712343
1,	1355433,	0.1368915850914
1,	1395474,	-0.31559079320543
1,	1401739,	0.2247730093186
1,	1411394,	-0.3181714087342
1,	1443224,	0.3229336123355
1,	1443466,	0.200086553628601
1,	1452629,	0.2386512908047
1,	1457348,	-0.279940949922301
1,	1457430,	-0.1979643768057
1,	1463467,	-0.19944255906436
1,	1464152,	-0.128453945693501
1,	1468016,	-0.2759124582174
1,	1470913,	0.192248393930701
1,	1482830,	-1.0451857073293
1,	1483775,	-0.4606782200997
1,	1485718,	-0.290408898069401
1,	1488015,	-0.0137689482542012
1,	1490804,	-0.1595139734595
1,	1491460,	-0.609235578579501
1,	1494605,	-0.9015037864439
1,	1494674,	-0.53866181287593
1,	1495844,	-0.0553568854327988
1,	1495898,	-0.185699483943599
1,	1495962,	-1.0311089692615
1,	1500664,	-0.24567921429675
1,	1617779,	-0.4431778321004
1,	1618279,	-0.0670210528695012
1,	1618687,	-0.3338879388722
1,	1631964,	-0.38493121643814
1,	1637191,	-0.183553763275301
1,	1637355,	0.1967087811542
1,	1637546,	-0.1240227349971
1,	1637713,	-0.452852295740101
1,	1637751,	-0.279165079239199
1,	1637788,	0.5090187109616
1,	1638806,	-0.522831631209201
1,	1639923,	0.1783202646912
1,	1640788,	-0.0952389426581988
1,	1642256,	0.200075870811881
1,	1652799,	0.000627061902100934
1,	1653197,	0.36678584276817
1,	1653257,	0.3280074464755
1,	1653691,	-0.0178469122222999
1,	1658962,	-0.4358833829068
1,	1659017,	-0.0917857084525995
1,	1662464,	-0.114462945142281
1,	1677448,	0.143917855422499
1,	1677511,	0.2751347487796
1,	1677548,	0.280720103223201
1,	1677801,	0.412845587831701
1,	1677905,	-0.709951233066
1,	1677919,	-0.199097627619299
1,	1678052,	-0.513628810486098
1,	1682181,	-0.369049607465801
1,	1683191,	-0.3312125510057
1,	1685662,	-0.338853765769201
1,	1691762,	0.234605983824299
1,	1692672,	-0.252046409065899
1,	1692847,	-0.1317948029745
1,	1693552,	-0.41192117454958
1,	1693893,	-0.1301736020108
1,	1693999,	-0.3035565743854
1,	1698884,	0.321856564264799
1,	1699028,	0.50571998033127
1,	1699044,	0.85385112876396
1,	1699074,	0.59704568510176
1,	1699249,	0.49336644008554
1,	1701274,	0.2047757909196
1,	1704419,	0.633542211944551
1,	1707636,	0.0241039770424987
1,	1708305,	-0.443236921680001
1,	1711339,	-0.409320233889401
1,	1711415,	0.2387484240998
1,	1711706,	-1.0437762896393
1,	1711772,	0.200671805806499
1,	1712792,	-0.2482718222444
1,	1717585,	0.38800216508273
1,	1718093,	-0.531087466430199
1,	1719599,	-0.00436893484119949
1,	1719661,	-0.425503164848299
1,	1719800,	0.048166121187851
1,	1719818,	-0.561394669402299
1,	1719947,	-0.2433913112963
1,	1722184,	-0.187081731260369
1,	1723253,	-0.364935751381999
1,	1724187,	-0.5208821432173
1,	1727218,	-0.148132856976799
1,	1727801,	-0.4758686144928
1,	1728580,	0.0996757714890606
1,	1731102,	0.165349920324489
1,	1732270,	0.4678231510911
1,	1736554,	-0.14826739222948
1,	1739148,	-0.548535993683201
1,	1741174,	-0.1260319021559
1,	1742934,	-0.086958217713601
1,	1743546,	0.0594764410484991
1,	1744703,	-0.454968372983501
1,	1745028,	-0.1522417668134
1,	1748511,	0.128299838017199
1,	1748544,	-0.2502454349556
1,	1748886,	-0.1238733222698
1,	1748914,	-0.1543261003801
1,	1748957,	-0.137073608932401
1,	1748972,	-0.4914394958377
1,	1750924,	0.1365737170483
1,	1754556,	-0.265775120710799
1,	1755026,	-0.595947683791898
1,	1755585,	-0.3172704108818
1,	1760517,	-0.304669844897399
1,	1762784,	0.0354935181686997
1,	1763765,	-0.0775210418259
1,	1767950,	0.3636880958266
1,	1771821,	-0.3471819104162
1,	1771923,	-0.3609847310583
1,	1772423,	0.0480361180289002
1,	1773061,	0.0280688038563994
1,	1774633,	-0.3434846084581
1,	1779310,	-0.5913112488293
1,	1781120,	0.361785188239701
1,	1781663,	-0.0274065037165006
1,	1783646,	0.0846271083341996
1,	1785763,	-0.306357118601101
1,	1785864,	-0.2924464516394
1,	1794162,	-0.2161836239174
1,	1796533,	-0.187078225111099
1,	1799015,	-0.298361714859301
1,	1802548,	0.288508276322901
1,	1804321,	-0.310576772560999
1,	1805854,	-0.387282016965699
1,	1810480,	-0.86567758424504
1,	1813782,	-0.285887999159099
1,	1813931,	0.298800888352501
1,	1817395,	-0.2654366628138
1,	1819342,	-0.400982549490401
1,	1819388,	-0.604937995643599
1,	1826788,	-0.2501117284275
1,	1836475,	-0.1651452035108
1,	1858825,	0.1110960031811
1,	1860176,	-1.14710537334825
1,	1861181,	0.2121446278872
1,	1861197,	0.0161937188990997
1,	1867651,	0.3647969680434
1,	1869816,	0.0613286159663993
1,	1878053,	-0.284024166860901
1,	1878229,	0.0582041258628898
1,	1879978,	-0.19063580263251
1,	1880147,	0.227884720027099
1,	1880413,	0.162894831949169
1,	1893572,	0.2078490969878
1,	1898523,	0.125781244828799
1,	1900816,	-0.0330291904016615
1,	1903812,	0.531389177422
1,	1912441,	0.6283029654868
1,	1912455,	0.1145970402718
1,	1913365,	-0.1158740131018
1,	1920614,	-0.0797677406997988
1,	1926753,	-0.329206860862799
1,	1933476,	0.2160584369663
1,	1934416,	0.0181496628532987
1,	1938260,	-0.2248533284868
1,	1938319,	-0.181154299847099
1,	1947185,	0.392561080687502
1,	1947736,	-0.3095639152983
1,	1947774,	0.146854059159599
1,	1959610,	-0.6190225044635
1,	1962322,	0.1272180951535
1,	1966640,	0.398762374368101
1,	1979100,	0.2286000066886
1,	1986508,	-0.0992885425854002
1,	1986783,	-0.124440327556741
1,	1987466,	-0.292503093088799
1,	2004541,	-0.1529994062029
1,	2005215,	-0.0586174364943499
1,	2005685,	-0.485001786208699
1,	2005700,	-0.1484813525707
1,	2010974,	-0.1017974605532
1,	2013924,	-0.0600487370158991
1,	2017761,	-0.292563463227701
1,	2018597,	-0.435913257730601
1,	2022771,	-0.2125495505888
1,	2023116,	-0.4459014417749
1,	2030623,	0.250592622047181
1,	2030758,	0.163973089395
1,	2037444,	0.0290130447004007
1,	2046569,	-0.4153670899441
1,	2046595,	0.160240289489799
1,	2049510,	0.2765586936197
1,	2051829,	-0.565524543873101
1,	2059541,	0.1798671808045
1,	2061598,	0.079433579128299
1,	2063964,	0.220500990160501
1,	2064928,	-0.00188556449869992
1,	2067269,	0.0722771590413007
1,	2071502,	-0.4681635449032
1,	2072349,	-0.1297400684059
1,	2072426,	-0.4492396001584
1,	2072674,	-0.630565012849699
1,	2073190,	0.1183563404623
1,	2075650,	-0.2711581332028
1,	2078579,	0.383200132846699
1,	2084823,	-0.4422618736573
1,	2092064,	-0.0525636868554002
1,	2094841,	0.00502180821029974
1,	2095738,	0.376138987203602
1,	2096298,	-0.510757632419299
1,	2097732,	0.4154846564305
1,	2100120,	-0.0491958033413695
1,	2106287,	-0.6894489407482
1,	2106593,	-0.3168789426442
1,	2114648,	-0.301987323864111
1,	2119779,	-0.436732889487699
1,	2130734,	-0.166635710116301
1,	2138644,	0.0579744885841009
1,	2139282,	0.5742011344096
1,	2143352,	0.294152813912099
1,	2144532,	0.3455004987904
1,	2145729,	0.5756172300852
1,	2146222,	0.3126360036898
1,	2146586,	-0.0495100384921994
1,	2157009,	0.2887175567467
1,	2163499,	-0.1186904500426
1,	2166178,	0.67380762188702
1,	2169146,	0.2621935277666
1,	2174715,	-0.0563508400275996
1,	2176080,	0.0416008769512999
1,	2177985,	-0.506971456489801
1,	2179440,	-0.3206820806225
1,	2180265,	-0.2292526591959
1,	2180576,	0.245194100037601
1,	2183959,	0.153511218860901
1,	2184509,	1.076347080562
1,	2195441,	-0.260492337907099
1,	2195525,	0.09301371512767
1,	2205769,	-0.268707569993101
1,	2208598,	0.455915313732032
1,	2209967,	0.33485807891687
1,	2213118,	-0.152191184222399
1,	2217282,	-0.0229447933098008
1,	2217785,	-0.1725343976949
1,	2219307,	-0.0723849080369998
1,	2219338,	0.0918163998411998
1,	2224111,	0.165182128718101
1,	2241020,	-0.0168199821056998
1,	2247723,	0.0252841962700998
1,	2259808,	-0.10564912962629
1,	2261924,	0.486564807297901
1,	2263307,	-0.610806791971161
1,	2270283,	-0.0364429978773
1,	2271586,	-0.5666950510563
1,	2272215,	-0.271328699939199
1,	2272977,	-0.174224128667401
1,	2273021,	-0.2706972165451
1,	2273173,	-0.6340396809087
1,	2273756,	-0.250116707931801
1,	2273984,	-0.350087188984199
1,	2275274,	-0.0105375015251994
1,	2276042,	-0.176102180236631
1,	2276268,	-0.127053710532801
1,	2282495,	-0.3948245860479
1,	2283061,	-0.155229953684101
1,	2289487,	-0.3142245599413
1,	2291551,	-0.4138680121492
1,	2292629,	0.818281854430799
1,	2292771,	0.0729339757712992
1,	2293372,	-0.0128236850367998
1,	2294008,	-0.0506718927779009
1,	2295676,	-0.131248800852601
1,	2296012,	-0.483803633995299
1,	2297538,	0.2477526860936
1,	2298084,	-0.0277466763117999
1,	2298942,	-0.120689754201099
1,	2309365,	0.1699201046147
1,	2310562,	0.299194291536899
1,	2315231,	-0.3506151720975
1,	2315495,	-0.209486294251299
1,	2316479,	-0.423976180018599
1,	2316935,	0.112308887758299
1,	2317675,	0.226356771337299
1,	2318574,	0.0728697143284993
1,	2319424,	-0.2368122604038
1,	2319429,	-0.1587235920036
1,	2319521,	0.00668166772219969
1,	2320212,	-0.299251290565101
1,	2325378,	0.0270490174396993
1,	2342140,	-0.2023138837754
1,	2342677,	0.251426700776801
1,	2343550,	0.499044873927399
1,	2345641,	0.5621534227897
1,	2347670,	-0.308006560501999
1,	2353187,	0.0249193080765
1,	2359358,	0.313914017023
1,	2382508,	0.6029225069174
1,	2387034,	-0.0211818954064995
1,	2406285,	-0.0889456087118994
1,	2408485,	-0.3221893360321
1,	2408795,	0.3214711349443
1,	2420477,	-0.2193978190151
1,	2438167,	-0.414367878038099
1,	2439571,	0.0180175048585003
1,	2440254,	-0.141209897293001
1,	2442415,	-0.341200086899731
1,	2442429,	-0.169867276205
1,	2444790,	-0.0621152427784004
1,	2445493,	-0.0659954567216001
1,	2445723,	-0.3388039376763
1,	2446063,	-0.691524419735799
1,	2448480,	0.646925160679899
1,	2448493,	0.520107709509
1,	2448580,	0.197321659893401
1,	2448658,	0.6347515969022
1,	2448672,	-0.0870372105925803
1,	2457438,	0.57574662316056
1,	2457456,	0.665166325627551
1,	2457516,	0.399831454877599
1,	2457904,	0.278587083718801
1,	2457926,	0.633428649208041
1,	2458261,	0.258845488440642
1,	2463118,	-0.340698706843851
1,	2472781,	-0.0310712271166995
1,	2491198,	-0.0723012542218999
1,	2492895,	-0.607624446129801
1,	2494549,	0.0467248596673002
1,	2495573,	-0.234553426462499
1,	2495706,	-0.462504465508001
1,	2502915,	-0.115438348668199
1,	2503912,	0.357456467926001
1,	2505597,	-0.311861900274099
1,	2505905,	-0.145402537464701
1,	2511290,	-0.219218783023901
1,	2512897,	0.662404754384701
1,	2521216,	0.239748451019199
1,	2523412,	0.0714133741768013
1,	2535511,	-0.222355419186099
1,	2536089,	-0.219941350796699
1,	2536552,	-0.262586149999301
1,	2538441,	0.4879111230952
1,	2539226,	-0.985509151570851
1,	2542687,	-0.0470466970632
1,	2543484,	-0.192112060916799
1,	2543618,	-0.40466508425
1,	2544148,	0.272713725589
1,	2558318,	-0.444643485892101
1,	2568209,	-0.294858161141599
1,	2569202,	-0.695778270787001
1,	2684306,	-0.13878425697121
1,	2691676,	0.198001235527199
1,	2694497,	-0.0317652863083993
1,	2694937,	-0.2046895725108
1,	2699173,	-0.219048785110001
1,	2699479,	-0.0312328968344993
1,	2700733,	-0.0989991628969698
1,	2703187,	-0.271404660412319
1,	2704250,	0.0337560073693997
1,	2713205,	-0.312412155055499
1,	2713412,	-0.4117799175807
1,	2713892,	-0.256517977740199
1,	2715812,	0.449612716131101
1,	2719387,	-0.171458242096501
1,	2725425,	-0.1041272487293
1,	2725680,	-0.111693043500399
1,	2726567,	0.3946281625223
1,	2729920,	-0.206776923455301
1,	2730611,	-0.619214436546001
1,	2738550,	0.0226883666740001
1,	2738842,	-0.7999050800242
1,	2739781,	-0.6671145609645
1,	2744266,	-0.187659449462499
1,	2744286,	-0.179083025946101
1,	2744372,	-0.758360116096998
1,	2750102,	-0.101274049763999
1,	2751235,	-0.678546969277999
1,	2756831,	0.675024004824319
1,	2760319,	-0.355873269200499
1,	2765043,	-0.24463471286359
1,	2772453,	0.3288055521811
1,	2772900,	-0.364504465056401
1,	2776005,	-0.1511726549986
1,	2777567,	0.22671338896674
1,	2778956,	0.0261762776524197
1,	2778968,	-0.193625842869301
1,	2779766,	-0.751827789502
1,	2782661,	0.064167534190199
1,	2783092,	0.0782654488694003
1,	2799351,	0.42104357065244
1,	2802772,	-0.014756902529701
1,	2807281,	-0.202483372646199
1,	2815227,	0.3309823956732
1,	2816023,	-0.3024467625886
1,	2817984,	1.11623930980777
1,	2821229,	0.1782844399245
1,	2821780,	-0.3344742858486
1,	2823020,	-0.0726297453378013
1,	2823192,	-0.1605211680568
1,	2823603,	-0.105769934932599
1,	2823705,	-0.365230820542902
1,	2831202,	-0.1456890529292
1,	2831740,	0.000142234536200547
1,	2831888,	0.35856812180546
1,	2834114,	-0.0896759472862989
1,	2835347,	-0.692569688335599
1,	2836134,	-0.0939588023705991
1,	2836837,	0.130565277637499
1,	2840581,	-0.2322363141046
1,	2840988,	0.0599289515782004
1,	2841098,	0.0900454492948999
1,	2845020,	0.47828452779849
1,	2847300,	-0.203773907408401
1,	2848269,	-0.557323078925
1,	2848710,	0.762351004665209
1,	2849584,	-0.1689776699262
1,	2850943,	-0.1532493924175
1,	2853658,	-0.6290256590122
1,	2855638,	0.0433824484775993
1,	2855761,	-0.3848108446678
1,	2855769,	-0.511349956755199
1,	2857008,	-0.300192506504001
1,	2857821,	0.0241710482432005
1,	2857945,	-0.2360865123767
1,	2867639,	-0.00886305369330032
1,	2868226,	0.228563298829799
1,	2869320,	-0.243902191616939
1,	2869404,	-0.215712714489801
1,	2879008,	0.111576834763669
1,	2891988,	-0.109086818783899
1,	2892087,	-0.288756118296199
1,	2893916,	0.0209358432519
1,	2894587,	0.223839147297401
1,	2895037,	-0.507270894378301
1,	2896703,	-1.28142273180507
1,	2898248,	-0.2544708878746
1,	2898437,	-0.00044517013400025
1,	2898859,	0.023883984733299
1,	2899231,	-0.801275546992699
1,	2899351,	0.311138316842341
1,	2904265,	-0.0937154534376017
1,	2904573,	-0.761736028199199
1,	2909802,	-0.159156472173601
1,	2911720,	0.359700745695399
1,	2911769,	-0.306544385567399
1,	2911880,	0.192667346314199
1,	2915382,	0.3523484871693
1,	2915753,	-0.19136799706728
1,	2916415,	-0.1453777779635
1,	2921187,	0.0709538896020003
1,	2922083,	-0.0514693613733996
1,	2922306,	-0.2029443965843
1,	2924172,	-0.324712761124399
1,	2924877,	-0.0563247429404203
1,	2926340,	0.7497649726071
1,	2926730,	-0.376408858631301
1,	2927172,	-0.27122901421099
1,	2928557,	0.135542589665699
1,	2930133,	-0.339256785235602
1,	2930478,	-0.417935553125499
1,	2936586,	0.342511006058301
1,	2937577,	-1.21726999589605
1,	2937769,	-0.0271079077707999
1,	2937880,	0.1683155573386
1,	2939927,	0.0994329509335987
1,	2940194,	-0.645300123158901
1,	2940230,	-0.336264215831299
1,	2940257,	0.0717916444079005
1,	2941066,	-0.473536585971098
1,	2941694,	0.387844597215601
1,	2942700,	-0.175687442627
1,	2946526,	-0.2656122945825
1,	2946976,	-0.280234761671801
1,	2947460,	-0.880948197056901
1,	2947647,	-0.8585055908797
1,	2949470,	0.0678676059562004
1,	2950271,	-0.6074704524508
1,	2950365,	0.13695824118459
1,	2957085,	-0.533188380521501
1,	2960790,	0.0163804462693999
1,	2961417,	0.127294861838699
1,	2962294,	-0.776170623928159
1,	2963182,	-0.348541729163999
1,	2964072,	-0.223446807690999
1,	2971701,	0.174915766737801
1,	2972481,	0.255240906105801
1,	2984565,	-0.0426053296263991
1,	2984577,	-0.192574834346601
1,	2986056,	-0.124420676818401
1,	2986462,	-0.124136476521301
1,	2990784,	-0.3569544377466
1,	2991932,	0.71542371604146
1,	2992174,	0.4244952755997
1,	2993167,	-0.2530142989394
1,	2993349,	-0.5413748379951
1,	2994217,	0.6154177485507
1,	2999829,	-0.0417723982166986
1,	3000446,	0.542842568271601
1,	3015572,	0.0196841468991984
1,	3015960,	-0.1846755424063
1,	3016120,	-0.1915003705173
1,	3024980,	-0.0106815131539015
1,	3028390,	0.41361020678657
1,	3034041,	0.0387339599685994
1,	3034837,	-0.0266103064963996
1,	3037112,	-0.189215257429199
1,	3039573,	-0.16764067345111
1,	3040454,	0.1753612977174
1,	3043966,	0.249008991067399
1,	3044129,	-0.621058125445598
1,	3048230,	-0.2226553822511
1,	3058506,	0.232141447343301
1,	3058860,	0.444373842569
1,	3060195,	-0.3758128360474
1,	3066270,	0.0257670010993998
1,	3069879,	-0.209855425625001
1,	3070715,	-0.183758115979201
1,	3070800,	0.40217681242769
1,	3079347,	0.324709148736801
1,	3079709,	0.0918123229164003
1,	3081134,	-0.128375946532302
1,	3084691,	0.2299654118486
1,	3084986,	0.232257562428801
1,	3091213,	0.135892499087801
1,	3091622,	-0.0299064224356993
1,	3091723,	-0.3139767938167
1,	3091800,	-0.3558681330307
1,	3093172,	0.237654824583499
1,	3098377,	0.0748443422653988
1,	3098629,	-0.30893225432974
1,	3100595,	-0.110568773194501
1,	3102277,	-0.227294198713901
1,	3102839,	-0.1097153943082
1,	3104812,	-0.90093522698481
1,	3109349,	-0.1737248027185
1,	3109589,	-0.189607158942
1,	3113601,	-0.0708343617321994
1,	3114015,	-0.0390158248698
1,	3116505,	-0.849548310704401
1,	3116935,	0.569641526644689
1,	3116997,	-0.454114619074
1,	3117398,	-0.560464853300099
1,	3117785,	-0.1896137526481
1,	3120007,	-0.25498352009541
1,	3120451,	0.2866784823226
1,	3125035,	-0.187621943162901
1,	3126718,	0.3978021517584
1,	3127773,	0.06888796663082
1,	3127816,	0.717907083484301
1,	3127996,	0.0107681836609999
1,	3129776,	-0.0976698040418
1,	3131476,	-0.0172590901406
1,	3132656,	-0.214459760101501
1,	3136357,	0.524107532616499
1,	3136890,	-0.410550683047671
1,	3137685,	0.022228506319399
1,	3138557,	-0.3937782595263
1,	3142828,	-0.0130217551899001
1,	3145650,	-0.1896373467677
1,	3146003,	0.2846755544236
1,	3155127,	-0.0577893129512006
1,	3155950,	0.1369327502433
1,	3159018,	0.16692476453909
1,	3162562,	-0.0465539924599003
1,	3162963,	0.0409601169451008
1,	3163871,	0.4264917004836
1,	3165498,	0.438250261176901
1,	3166321,	0.0276200384070009
1,	3167340,	0.838822264521701
1,	3169159,	-0.300871719585199
1,	3174846,	0.0453143183889004
1,	3178365,	-0.0356536677159003
1,	3180800,	-0.0614993348955011
1,	3181337,	-0.5485196389923
1,	3187340,	0.612153807926399
1,	3187607,	-0.897223529518499
1,	3189344,	-0.277032720929421
1,	3190197,	0.533907774376601
1,	3192305,	-0.137189560188
1,	3192757,	-0.345074849561001
1,	3198235,	0.0920205403229009
1,	3202288,	0.0330039833939004
1,	3202806,	-0.1696181755986
1,	3204592,	-0.1879037601781
1,	3208189,	0.244498060722599
1,	3208471,	-0.208400445856199
1,	3208783,	-0.274266225310601
1,	3209961,	-0.136086054810299
1,	3210020,	-0.416698293914701
1,	3210912,	-0.186026218359199
1,	3211231,	0.221350864889001
1,	3211481,	-0.103284640319099
1,	3211973,	-0.6619718627342
1,	3212194,	-0.287018094558601
1,	3212330,	-0.010244140597699
1,	3212487,	0.222395843851901
1,	3212512,	-0.610093316773
1,	3214519,	0.5763228921025
1,	3215195,	0.177119310072399
1,	3215617,	-0.0507408479327989
1,	3215800,	-0.0898995303351011
1,	3216074,	0.468793960410599
1,	3216476,	0.201258278098999
1,	3216693,	0.147872650319579
1,	3219118,	-0.0685386246786006
1,	3225329,	0.11215128391933
1,	3225416,	-0.510846178836101
1,	3225901,	-0.1881060536237
1,	3227034,	-0.160027066358499
1,	3227069,	-0.0915590422959003
1,	3227412,	-0.0536122507481007
1,	3227606,	-0.0550892459472987
1,	3230995,	0.5001579403504
1,	3241867,	0.0709700066755001
1,	3241964,	0.0686368791443996
1,	3242480,	-0.1604728639713
1,	3243801,	0.0294061226404008
1,	3243960,	0.0634897146365994
1,	3244141,	-0.160604013111799
1,	3244968,	-0.636561738625101
1,	3245399,	-0.0343007522941008
1,	3245968,	0.262679342279201
1,	3246062,	0.2744929348644
1,	3246919,	0.0316527571582004
1,	3249537,	-0.1223562537111
1,	3251542,	0.2166401686324
1,	3257210,	-0.352643613141401
1,	3268819,	-0.0936440650693697
1,	3269184,	-0.1551326094707
1,	3270675,	-0.3450745410726
1,	3273163,	-0.5171588950155
1,	3273388,	-0.2244975551711
